tile_name,pixel_x,pixel_y,center_x,center_y,longitude,latitude,distance_from_center,match_confidence,main_image
tile_202.tif,8320,3840,8640,4160,-82.72594473181094,27.53198785448752,3970.856078983473,0.9934415221214294,20241011aC0824415w273215n.tif
tile_104.tif,3840,8320,4160,8640,-82.73198785448753,27.525944731810934,3970.856078983473,0.9988181591033936,20241011aC0824415w273215n.tif
tile_25.tif,640,5760,960,6080,-82.73630437068508,27.529397944768984,3990.631278381905,0.9985682964324952,20241011aC0824415w273215n.tif
tile_137.tif,5760,640,6080,960,-82.72939794476899,27.53630437068508,3990.631278381905,0.9111645221710204,20241011aC0824415w273215n.tif
tile_204.tif,8320,5120,8640,5440,-82.72594473181094,27.530261248008497,4000.722184806138,0.997120440006256,20241011aC0824415w273215n.tif
tile_134.tif,5120,8320,5440,8640,-82.7302612480085,27.525944731810934,4000.722184806138,0.998778998851776,20241011aC0824415w273215n.tif
tile_42.tif,1280,7040,1600,7360,-82.73544106744556,27.527671338289963,4085.567035308563,0.998065173625946,20241011aC0824415w273215n.tif
tile_168.tif,7040,1280,7360,1600,-82.72767133828997,27.535441067445568,4085.567035308563,0.8553511500358582,20241011aC0824415w273215n.tif
tile_89.tif,3200,8320,3520,8640,-82.73285115772704,27.525944731810934,4108.218348627541,0.9984065890312196,20241011aC0824415w273215n.tif
tile_201.tif,8320,3200,8640,3520,-82.72594473181094,27.53285115772703,4108.218348627541,0.8670814037322998,20241011aC0824415w273215n.tif
tile_184.tif,7680,1920,8000,2240,-82.72680803505045,27.534577764206052,4114.600588149474,0.8986464142799377,20241011aC0824415w273215n.tif
tile_58.tif,1920,7680,2240,8000,-82.73457776420605,27.52680803505045,4114.600588149474,0.9976234436035156,20241011aC0824415w273215n.tif
tile_205.tif,8320,5760,8640,6080,-82.72594473181094,27.529397944768984,4165.767396290868,0.9979742765426636,20241011aC0824415w273215n.tif
tile_149.tif,5760,8320,6080,8640,-82.72939794476899,27.525944731810934,4165.767396290868,0.9989229440689088,20241011aC0824415w273215n.tif
tile_219.tif,8518,4942,8838,5262,-82.72567764737123,27.530501354221983,4168.115401473428,0.577262282371521,20241011aC0824415w273215n.tif
tile_20.tif,640,2560,960,2880,-82.73630437068508,27.533714460966543,4168.685404297139,0.9987740516662598,20241011aC0824415w273215n.tif
tile_62.tif,2560,640,2880,960,-82.73371446096654,27.53630437068508,4168.685404297139,0.9074730277061462,20241011aC0824415w273215n.tif
tile_192.tif,7680,7040,8000,7360,-82.72680803505045,27.527671338289963,4228.741893282209,0.9985762238502502,20241011aC0824415w273215n.tif
tile_178.tif,7040,7680,7360,8000,-82.72767133828997,27.52680803505045,4228.741893282209,0.998660445213318,20241011aC0824415w273215n.tif
tile_152.tif,6400,640,6720,960,-82.72853464152948,27.53630437068508,4253.490096379678,0.9290352463722228,20241011aC0824415w273215n.tif
tile_26.tif,640,6400,960,6720,-82.73630437068508,27.528534641529475,4253.490096379678,0.9988225102424622,20241011aC0824415w273215n.tif
tile_200.tif,8320,2560,8640,2880,-82.72594473181094,27.533714460966543,4336.636715243738,0.8245093822479248,20241011aC0824415w273215n.tif
tile_74.tif,2560,8320,2880,8640,-82.73371446096654,27.525944731810934,4336.636715243738,0.9983785152435304,20241011aC0824415w273215n.tif
tile_8.tif,0,4480,320,4800,-82.73716767392459,27.53112455124801,4387.985642638317,0.998154640197754,20241011aC0824415w273215n.tif
tile_106.tif,4480,0,4800,320,-82.73112455124802,27.53716767392459,4387.985642638317,0.9242227077484132,20241011aC0824415w273215n.tif
tile_33.tif,1280,1280,1600,1600,-82.73544106744556,27.535441067445568,4393.961538293206,0.9980313181877136,20241011aC0824415w273215n.tif
tile_206.tif,8320,6400,8640,6720,-82.72594473181094,27.528534641529475,4418.2188718984935,0.997561812400818,20241011aC0824415w273215n.tif
tile_164.tif,6400,8320,6720,8640,-82.72853464152948,27.525944731810934,4418.2188718984935,0.9987483620643616,20241011aC0824415w273215n.tif
tile_7.tif,0,3840,320,4160,-82.73716767392459,27.53198785448752,4420.9702554982205,0.998416006565094,20241011aC0824415w273215n.tif
tile_91.tif,3840,0,4160,320,-82.73198785448753,27.53716767392459,4420.9702554982205,0.935905694961548,20241011aC0824415w273215n.tif
tile_9.tif,0,5120,320,5440,-82.73716767392459,27.530261248008497,4447.814969173066,0.9984473586082458,20241011aC0824415w273215n.tif
tile_121.tif,5120,0,5440,320,-82.7302612480085,27.53716767392459,4447.814969173066,0.9683277010917664,20241011aC0824415w273215n.tif
tile_19.tif,640,1920,960,2240,-82.73630437068508,27.534577764206052,4486.211987857908,0.998388171195984,20241011aC0824415w273215n.tif
tile_47.tif,1920,640,2240,960,-82.73457776420605,27.53630437068508,4486.211987857908,0.9627631902694702,20241011aC0824415w273215n.tif
tile_183.tif,7680,1280,8000,1600,-82.72680803505045,27.535441067445568,4527.394173252424,0.8469710350036621,20241011aC0824415w273215n.tif
tile_43.tif,1280,7680,1600,8000,-82.73544106744556,27.52680803505045,4527.394173252424,0.997441828250885,20241011aC0824415w273215n.tif
tile_76.tif,3200,0,3520,320,-82.73285115772704,27.53716767392459,4544.7483978763885,0.9351652264595032,20241011aC0824415w273215n.tif
tile_6.tif,0,3200,320,3520,-82.73716767392459,27.53285115772703,4544.7483978763885,0.9985013008117676,20241011aC0824415w273215n.tif
tile_27.tif,640,7040,960,7360,-82.73630437068508,27.527671338289963,4591.123827561178,0.9980261921882628,20241011aC0824415w273215n.tif
tile_167.tif,7040,640,7360,960,-82.72767133828997,27.53630437068508,4591.123827561178,0.8877777457237244,20241011aC0824415w273215n.tif
tile_10.tif,0,5760,320,6080,-82.73716767392459,27.529397944768984,4596.835650749328,0.9986050724983216,20241011aC0824415w273215n.tif
tile_136.tif,5760,0,6080,320,-82.72939794476899,27.53716767392459,4596.835650749328,0.9255942702293396,20241011aC0824415w273215n.tif
tile_199.tif,8320,1920,8640,2240,-82.72594473181094,27.534577764206052,4642.6908146031,0.940118134021759,20241011aC0824415w273215n.tif
tile_59.tif,1920,8320,2240,8640,-82.73457776420605,27.525944731810934,4642.6908146031,0.9977191686630248,20241011aC0824415w273215n.tif
tile_193.tif,7680,7680,8000,8000,-82.72680803505045,27.52680803505045,4657.005260894602,0.9988643527030944,20241011aC0824415w273215n.tif
tile_207.tif,8320,7040,8640,7360,-82.72594473181094,27.527671338289963,4744.143547575263,0.998325526714325,20241011aC0824415w273215n.tif
tile_179.tif,7040,8320,7360,8640,-82.72767133828997,27.525944731810934,4744.143547575263,0.998683750629425,20241011aC0824415w273215n.tif
tile_5.tif,0,2560,320,2880,-82.73716767392459,27.533714460966543,4752.230844561321,0.9984188079833984,20241011aC0824415w273215n.tif
tile_61.tif,2560,0,2880,320,-82.73371446096654,27.53716767392459,4752.230844561321,0.9516278505325316,20241011aC0824415w273215n.tif
tile_151.tif,6400,0,6720,320,-82.72853464152948,27.53716767392459,4826.793759836854,0.8487840294837952,20241011aC0824415w273215n.tif
tile_11.tif,0,6400,320,6720,-82.73716767392459,27.528534641529475,4826.793759836854,0.99782532453537,20241011aC0824415w273215n.tif
tile_32.tif,1280,640,1600,960,-82.73544106744556,27.53630437068508,4867.592628805332,0.9910100698471068,20241011aC0824415w273215n.tif
tile_18.tif,640,1280,960,1600,-82.73630437068508,27.535441067445568,4867.592628805332,0.99770188331604,20241011aC0824415w273215n.tif
tile_182.tif,7680,640,8000,960,-82.72680803505045,27.53630437068508,4988.372279611857,0.8622222542762756,20241011aC0824415w273215n.tif
tile_28.tif,640,7680,960,8000,-82.73630437068508,27.52680803505045,4988.372279611857,0.997408390045166,20241011aC0824415w273215n.tif
tile_44.tif,1280,8320,1600,8640,-82.73544106744556,27.525944731810934,5012.17896727561,0.997735857963562,20241011aC0824415w273215n.tif
tile_198.tif,8320,1280,8640,1600,-82.72594473181094,27.535441067445568,5012.17896727561,0.8522664904594421,20241011aC0824415w273215n.tif
tile_46.tif,1920,0,2240,320,-82.73457776420605,27.53716767392459,5033.076395208004,0.9706472754478456,20241011aC0824415w273215n.tif
